,title,text,category
446,판소리 복서,한때 복싱 챔피언 유망주로 화려하게 주목 받던 전직 프로복서  병구  엄태구   그러나 한 순간의 지울 수 없는 실수로 복싱협회에서 영구 제명이 되어버린 그는  박관장  김희원 의 배려로 체육관의 허드렛일을 도맡아 하며 살아가고 있다  다시 복싱을 시작하려는 마음은 있지만 설상가상 뇌세포가 손상되는  펀치드렁크              진단까지 받게 된  병구   어느 날  병구 가 뿌린 전단지를 들고 체육관을 찾은 신입관원  민지  이혜리 는 복싱에 대한  병구 의 순수한 열정을 발견하고 그의 든든한 지원군이 되어준다    민지 의 응원에 잊고 있었던 미완의 꿈이자 자신만의 스타일인  판소리 복싱 을 완성하기로 결심한  병구 는 생애 마지막이 될지도 모를 가장 무모한 도전을 시작한다 ,drama
447,대니 콜린스,  살 연하의 여자친구에 요일별 슈퍼카까지 최고의 부와 명예를 누리며 살아가던 슈퍼스타  대니 콜린스   우연    년 전  존 레논 이 자신에게 보낸 편지를 받은 후 새로운 삶을 살기로 결심한다   월드투어를 취소하고 매니저에게 더 이상 지금까지 해온 노래는 하지 않겠다는 폭탄선언 후  홀연  뉴저지의 한적한 호텔에 투숙해 새로운 인생을 찾아 나가게 되는데 ,drama
448,혐오스런 마츠코의 일생,도쿄에서 백수 생활을 하던 쇼 에이타 는 고향의 아버지 카가와 테루유키 로부터 한 통의 전화를 받는다  행방불명 되었던 고모 마츠코 나카타니 미키 가 사체로 발견되었으니 유품을 정리하라는 것  다 허물어져가는 아파트에서 이웃들에게  혐오스런 마츠코  라고 불리며 살던 그녀의 물건을 정리하며 쇼는 한 번도 만난 적 없는 마츠코의 일생을 접하게 된다  중학교 교사로 일하며 모든 이에게 사랑받던 마츠코에게 지난   년간 도대체 어떤 일이 일어난 것일까  제자가 일으킨 절도사건으로 해고 당한 마츠코는 가출을 감행한다  하지만 동거하던 작가 지망생은 자살해 버리고  그의 친구와 불륜을 시작한 마츠코는 곧 버림받고 절망에 빠져 몸을 팔게 된다  기둥서방에게마저 배신당한 마츠코는 그를 살해   년형을 언도 받는다  출소 후  미용사로 일하던 마츠코는 자신을 해고당하게 만들었던 절도사건의 범인인 제자 류 요이치와 재회하고 운명적인 사랑에 빠지게 되는데    ,drama
449,"지금, 만나러 갑니다", 년 후 비의 계절에 돌아온다 는 약속을 남기고 먼저 세상을 떠난 아내에겐 초등학교  학년에 다니는 아들과 그 아들을 챙겨야하는 어설픈 아빠가 있다  그리고 비오는 어느 날  늘 놀러 가던 숲에서 산보를 하던 아빠와 아이 앞에 아내가 거짓말처럼 다시 나타난다  하지만 그녀는 생전의 모든 기억을 잃은 상태다  그리고 두 사람은 자연스럽게 두번째의 사랑을 맺어가고 아이 역시 두번째의 엄마를 만나게 된 사실에 너무나 큰 기쁨을 느낀다  하지만 그 여인은 자신이 기억하지 못하는 약속을 남겼다  비의 계절이 끝나는  주뒤에 떠난다는 것을 ,drama
450,NULL,NULL,drama
451,너의 이름은.,꿈 속에서 몸이 뒤바뀐 도시 소년  타키 와 시골 소녀  미츠하   만난 적 없는 두 사람이 만들어가는 기적과 사랑에 관한 이야기  너의 이름은    잊고 싶지 않은 사람 잊으면 안 되는 사람 너의 이름은 ,drama
452,NULL,NULL,drama
453,영웅,어머니  조마리아  나문희 와 가족들을 남겨둔 채 고향을 떠나온 대한제국 의병대장  안중근  정성화    동지들과 함께 네 번째 손가락을 자르는 단지동맹으로 조국 독립의 결의를 다진 안중근은 조선 침략의 원흉인  이토  로부미 를  년 내에 처단하지 못하면 자결하기로 피로 맹세한다   그 약속을 지키기 위해 블라디보스토크를 찾은 안중근  오랜 동지  우덕순  조재윤   명사수  조도선  배정남   독립군 막내  유동하  이현우   독립군을 보살피는 동지  마진주  박진주 와 함께 거사를 준비한다   한편 자신의 정체를 감춘 채 이토  로부미에게 접근해 적진 한복판에서 목숨을 걸고 정보를 수집하던 독립군의 정보원  설희  김고은 는 이토  로부미가 곧 러시아와의 회담을 위해 하얼빈을 찾는다는 일급 기밀을 다급  전한다   드디어     년   월   일  이날만을 기다리던 안중근은 하얼빈역에 도착한 이토  로부미를 향해 주저 없이 방아쇠를 당긴다  현장에서 체포된 그는 전쟁 포로가 아닌 살인의 죄목으로  조선이 아닌 일본 법정에 서게 되는데   누가 죄인인가  누가 영웅인가 ,drama
454,NULL,NULL,drama
455,NULL,NULL,drama
456,NULL,NULL,drama
457,NULL,NULL,drama
458,NULL,NULL,drama
459,비공식작전, 비공식적으로  알아서 해라  여기는 하루하루가 지뢰밭이에요      년   년째 중동과를 벗어나지 못하고 있는 외교관  민준  하정우   어느 날 수화기 너머로   개월 전 레바논에서 실종된 외교관의 암호 메시지가 들려온다  성공하면 미국 발령이라는 희망찬 포부에 가득 찬 그는 비공식적으로 동료를 구출하는 임무에 자원해 레바논으로 향한다  공항 도착 직후  몸값을 노리는 공항 경비대의 총알 세례를 피해 우연  한국인 택시기사  판수  주지훈 의 차를 타게 된  민준   갱단까지 돈을 노리고 그를 쫓는 지뢰밭 같은 상황 속  기댈 곳은 유일한 한국인인  판수  뿐이다  그런데 돈만 주면 뭐든 하는 수상쩍은 이 인간  과연 함께 동료를 구할 수 있을까 ,drama
460,NULL,NULL,drama
461,NULL,NULL,drama
462,NULL,NULL,drama
463,바비(부가영상 제공),원하는 무엇이든 될 수 있는  바비랜드 에서 살아가던  바비 가 현실 세계와 이어진 포털의 균열을 발견하게 되고  이를 해결하기 위해  켄 과 예기치 못한 여정을 떠나면서 펼쳐지는 이야기,drama
464,NULL,NULL,drama
465,NULL,NULL,drama
466,리바운드,농구선수 출신 공익근무요원  양현 은 해체 위기에 놓인 부산중앙고 농구부의 신임 코치로 발탁된다  하지만 전국대회에서의 첫 경기 상대는 고교농구 최강자 용산고  팀워크가 무너진 중앙고는 몰수패라는 치욕의 결과를 낳고 학교는 농구부 해체까지 논의하지만   양현 은    까지 올랐던 고교 시절을 떠올리며 다시 선수들을 모은다  주목받던 천재 선수였지만 슬럼프에 빠진 가드  기범  부상으로 꿈을 접은 올라운더 스몰 포워드  규혁  점프력만 좋은 축구선수 출신의 괴력 센터  순규  길거리 농구만 해온 파워 포워드  강호  농구 경력  년 차지만 만년 벤치 식스맨  재윤  농구 열정만 만렙인 자칭 마이클 조던  진욱 까지 아무도 주목하지 않은 최약체 팀이었지만 신임 코치와  명의 선수가     년 전국 고교농구대회에서 써 내려간  일간의 기적 모두가 불가능이라 말할 때  우리는  리바운드 라는 또 다른 기회를 잡는다 ,drama
467,NULL,NULL,drama
468,콘크리트 유토피아, 아파트는 주민의 것  온 세상을 집어삼킨 대지진  그리고 하루아침에 폐허가 된 서울  모든 것이 무너졌지만 오직 황궁 아파트만은 그대로다  소문을 들은 외부 생존자들이 황궁 아파트로 몰려들자 위협을 느끼기 시작하는 입주민들  생존을 위해 하나가 된 그들은 새로운 주민 대표  영탁 을 중심으로 외부인의 출입을 철저  막아선 채 아파트 주민만을 위한 새로운 규칙을 만든다  덕분에 지옥 같은 바깥 세상과 달리 주민들에겐 더 없이 안전하고 평화로운 유토피아 황궁 아파트  하지만 끝이 없는 생존의 위기 속 그들 사이에서도 예상치 못한 갈등이 시작되는데     살아남은 자들의 생존 규칙 따르거나 떠나거나,drama
469,NULL,NULL,drama
470,NULL,NULL,drama
471,경주,        대구 친한 형의 장례식 참석을 위해 한국을 찾은 북경대 교수 최현 박해일  문득  년 전 보았던 춘화의 기억을 더듬어 충동적으로 경주로 향한다           경주 찻집 아리솔   년 전 여기 있던 춘화 못 봤어요   베일에 싸인 미모의 찻집 주인 공윤희 신민아 는 대뜸 춘화의 행방부터 묻는 수상한 남자 최현을 변태   로 오인한다          신경주역 과거의 애인 여정 윤진서 을 경주로 부른 최현은 오랜만의 만남에 설레 하지만 누군가에게 쫓기듯 내내 불안해하던 여정은 곧 서울로 돌아가 버린다          보문호수 여정이 서울로 떠난 뒤  생각에 잠겨 홀로 보문호수를 산책하던 최현은 무언가에 이끌리듯 다시 찻집 아리솔로 발걸음을 옮긴다          계모임 수상한 첫인상과는 달리 의외로 순수한 최현의 모습에 호기심을 느낀 윤희는 그를 절친한 친구 다연 신소율   형사 영민 김태훈   플로리스트 강선생 류승완   박교수 백현진 와 함께하는 자신의 경주 계모임에 초대한다           고분능 계모임 술자리를 파하고  함께 밤거리를 걷던 최현과 윤희 그리고 윤희를 짝사랑하는 영민은 술김에 고분능 위로 몰래 올라가 경주 시내의 아름다운 밤 풍경을 감상한다          윤희의 집 경주의 밤이 깊도록 함께 시간을 보낸 윤희와 최현 윤희는 머물 곳 없는 최현을 자신의 집으로 초대하고 단둘만 남은 공간에서 두 사람 사이에 미묘한 기류가 흐르기 시작하는데   가슴 설레는 로맨틱 시간여행이 시작된다 ,drama
472,NULL,NULL,drama
473,NULL,NULL,drama
474,NULL,NULL,drama
475,더 셰프,미슐랭  스타라는 명예와 부를 거머쥔 프랑스 최고의 셰프  아담 존스  브래들리 쿠퍼   모든 것이 완벽해야만 하는 강박증세에 시달리던 그는 괴팍한 성격 탓에 일자리를 잃게 되고 기나긴 슬럼프에 빠지게 된다  하지만 이내 자신의 모든 것을 걸고 마지막 미슐랭  스타에 도전하기로 결심한  아담 은 각 분야 최고의 셰프들을 모으려는 불가능을 실행에 옮기기 위해 런던으로 떠난다  절대 미각의 소스 전문가  스위니  시에나 밀러 와 상위   를 매혹시킨 수셰프  미쉘  오마 사이   화려한 테크닉을 자랑하는 파티시에 맥스  리카르도 스카마르치오 를 포함하여 전폭적인 지원을 아끼지 않는 레스토랑 오너  토니  다니엘 브륄 까지 모두  아담 의 실력만을 믿고 그의 제안을 받아들인다  그러나 주방에 감도는 뜨거운 열기와 압박감은  최강의 셰프 군단 과 완벽을 쫓는  아담  사이의 경쟁심을 극으로 치닫게 만드는데    올 가을  불보다 뜨겁고 칼보다 날카로운 키친 전쟁이 시작된다 ,drama
476,티파니에서 아침을,소매가 치렁한 이브닝 드레스  얼굴을 반이나 가린 검은 안경  그녀는 티파니 보석상을 활보하며 흥미로운 눈빛으로 보석을 바라본다  한 손에 빵을 들고  우아한 몸짓으로 새벽거리를 리드미컬하게 걸어가는 그녀의 이름은 홀리                  오드리 헵번 분   사실 그녀는 택사스 농부의 아내로 어떻게 그녀가 맨하탄에 정착했는지 알 수 없다  가난한 작가인 폴              죠지 페파드 분 은 홀리의 이웃으로 같은 아파트에 살고 있다  그는 부자인 여인의 후원을 받으며 곤욕스러운 애인 노릇을 하던 중  귀엽고 매력적인 홀리에게 점차 호감을 갖게 된다  마음에도 없는 중년 남자가 귀찮게 군다며 한밤 중에 폴의 침대 속으로 들어가 아무렇지도 않게 그의 팔에 안겨 잠드는 그녀의 모습에서  길잃은 고양이를 귀여워하고 무료함을 이기지 못해 아파트 비상 계단에서 기타를 치며             를 흥얼거리는 모습에서  폴은 홀리를 더욱 사랑하게 된다 ,drama
477,NULL,NULL,drama
478,NULL,NULL,drama
479,NULL,NULL,drama
480,패션 오브 크라이스트,열두 제자 중 유다의 배신으로 붙잡  예수  제사장들과 불신으로 가득 찬 군중들은 신성모독죄라는 죄명 하에 그에게 십자가 형을 선고한다  사람들의 탄식과 야유 속에 예수는 골고다 언덕을 오르는데     끝없는 사랑으로 인류의 죄를 대신한 예수 그리스도  그의 마지막   시간을 만나다 ,drama
